account_key,account_id,location_key,currency,age_band,acquisition_channel,signup_date_key,customer_tier,account_status
401,ACC00000401,1,EGP,35-44,Partner,20240305,Premium,Active
402,ACC00000402,1,EGP,55-64,Influencer,20230914,Standard,Dormant
403,ACC00000403,7,EGP,35-44,Referral,20240325,Standard,Active
404,ACC00000404,10,EGP,35-44,Organic,20241115,Premium,Active
405,ACC00000405,5,EGP,25-34,Paid Social,20240924,Standard,Active
406,ACC00000406,3,EGP,65+,Branch,20230804,Standard,Active
407,ACC00000407,2,USD,18-24,Referral,20230504,Standard,Active
408,ACC00000408,3,EGP,35-44,Organic,20240421,Standard,Active
409,ACC00000409,5,EGP,18-24,Paid Social,20240629,Standard,Active
410,ACC00000410,2,EGP,35-44,Branch,20231221,Standard,Active
411,ACC00000411,1,EGP,55-64,Influencer,20241006,Business,Active
412,ACC00000412,3,EGP,55-64,Organic,20240901,Standard,Active
413,ACC00000413,5,EGP,25-34,Organic,20240721,Business,Active
414,ACC00000414,2,EGP,65+,Referral,20230923,Standard,Active
415,ACC00000415,10,EGP,35-44,Organic,20230901,Standard,Active
416,ACC00000416,10,USD,35-44,Referral,20230211,Premium,Active
417,ACC00000417,2,EGP,45-54,Referral,20231011,Standard,Active
418,ACC00000418,3,EGP,45-54,Organic,20240327,Premium,Active
419,ACC00000419,2,EGP,35-44,Organic,20241021,Standard,Active
420,ACC00000420,1,EGP,25-34,Organic,20230419,Standard,Suspended
421,ACC00000421,3,EGP,25-34,Paid Social,20240216,Standard,Active
422,ACC00000422,13,EGP,18-24,Paid Social,20240627,Standard,Suspended
423,ACC00000423,2,EGP,18-24,Google Ads,20230827,Standard,Active
424,ACC00000424,3,USD,35-44,Partner,20240803,Business,Active
425,ACC00000425,1,EGP,25-34,Organic,20240408,Standard,Active
426,ACC00000426,2,EGP,45-54,Organic,20231010,Standard,Active
427,ACC00000427,11,EGP,55-64,Partner,20240712,Standard,Suspended
428,ACC00000428,2,EGP,18-24,Google Ads,20230110,Standard,Active
429,ACC00000429,1,EGP,25-34,Organic,20240901,Premium,Active
430,ACC00000430,14,EGP,25-34,Influencer,20240911,Standard,Active
431,ACC00000431,2,EGP,25-34,Organic,20230530,Standard,Active
432,ACC00000432,2,EGP,18-24,Influencer,20240223,Standard,Active
433,ACC00000433,4,EGP,65+,Paid Social,20230810,Standard,Active
434,ACC00000434,2,EGP,65+,Referral,20241212,Premium,Active
435,ACC00000435,1,EGP,35-44,Organic,20240423,Standard,Active
436,ACC00000436,2,EGP,35-44,Organic,20230321,Standard,Active
437,ACC00000437,5,EGP,25-34,Paid Social,20231014,Standard,Dormant
438,ACC00000438,1,EGP,65+,Branch,20241021,Standard,Active
439,ACC00000439,2,EGP,18-24,Partner,20240315,Standard,Active
440,ACC00000440,9,EGP,25-34,Referral,20240927,Standard,Active
441,ACC00000441,1,EUR,25-34,Paid Social,20240719,Business,Suspended
442,ACC00000442,2,EGP,18-24,Branch,20241226,Standard,Active
443,ACC00000443,4,EGP,18-24,Referral,20240608,Standard,Active
444,ACC00000444,3,EGP,35-44,Organic,20241208,Standard,Active
445,ACC00000445,4,EGP,18-24,Branch,20241111,Standard,Active
446,ACC00000446,2,EGP,25-34,Paid Social,20240618,Premium,Active
447,ACC00000447,1,EGP,25-34,Google Ads,20240816,Standard,Active
448,ACC00000448,2,EGP,25-34,Paid Social,20240414,Standard,Active
449,ACC00000449,1,EGP,55-64,Referral,20241012,Premium,Suspended
450,ACC00000450,1,EGP,25-34,Organic,20240511,Premium,Active
451,ACC00000451,1,EGP,25-34,Organic,20241113,Standard,Active
452,ACC00000452,1,EGP,35-44,Influencer,20240828,Standard,Active
453,ACC00000453,1,EGP,25-34,Referral,20240326,Standard,Active
454,ACC00000454,2,EGP,35-44,Paid Social,20231023,Standard,Active
455,ACC00000455,2,EGP,18-24,Organic,20231013,Standard,Active
456,ACC00000456,3,EGP,25-34,Paid Social,20240702,Premium,Active
457,ACC00000457,1,EGP,35-44,Partner,20240909,Business,Active
458,ACC00000458,1,EGP,18-24,Referral,20240425,Standard,Suspended
459,ACC00000459,1,EGP,25-34,Google Ads,20240626,Premium,Active
460,ACC00000460,2,EGP,55-64,Paid Social,20231104,Standard,Active
461,ACC00000461,1,EGP,35-44,Organic,20230425,Standard,Active
462,ACC00000462,5,EGP,35-44,Influencer,20231113,Standard,Active
463,ACC00000463,1,EGP,25-34,Google Ads,20231102,Standard,Active
464,ACC00000464,2,EGP,25-34,Referral,20231210,Premium,Active
465,ACC00000465,2,EGP,25-34,Organic,20240506,Premium,Active
466,ACC00000466,1,EGP,35-44,Google Ads,20230703,Premium,Active
467,ACC00000467,10,EGP,35-44,Paid Social,20230929,Premium,Active
468,ACC00000468,1,EGP,25-34,Organic,20240802,Standard,Active
469,ACC00000469,14,EGP,65+,Paid Social,20240809,Standard,Active
470,ACC00000470,3,EGP,65+,Branch,20230408,Standard,Active
471,ACC00000471,1,EGP,18-24,Organic,20240211,Standard,Active
472,ACC00000472,12,EGP,18-24,Partner,20240508,Standard,Active
473,ACC00000473,1,SAR,35-44,Google Ads,20240216,Premium,Active
474,ACC00000474,1,EGP,45-54,Organic,20230908,Premium,Active
475,ACC00000475,2,EGP,25-34,Branch,20240219,Premium,Closed
476,ACC00000476,2,EGP,45-54,Organic,20241117,Standard,Active
477,ACC00000477,10,EGP,25-34,Referral,20240601,Standard,Active
478,ACC00000478,3,EGP,55-64,Referral,20240803,Standard,Active
479,ACC00000479,8,EGP,45-54,Organic,20241025,Standard,Active
480,ACC00000480,4,EGP,18-24,Influencer,20240909,Standard,Active
481,ACC00000481,1,EGP,35-44,Organic,20240123,Standard,Active
482,ACC00000482,9,EGP,35-44,Organic,20230111,Standard,Active
483,ACC00000483,6,EGP,45-54,Partner,20240102,Standard,Active
484,ACC00000484,11,EGP,18-24,Paid Social,20240903,Standard,Active
485,ACC00000485,1,EGP,35-44,Referral,20241023,Premium,Active
486,ACC00000486,3,AED,35-44,Paid Social,20241210,Premium,Active
487,ACC00000487,1,EGP,18-24,Referral,20240219,Standard,Active
488,ACC00000488,9,EGP,25-34,Influencer,20240830,Premium,Suspended
489,ACC00000489,3,EGP,18-24,Referral,20240510,Standard,Active
490,ACC00000490,11,EGP,18-24,Referral,20240612,Standard,Active
491,ACC00000491,3,EGP,55-64,Partner,20230920,Business,Active
492,ACC00000492,2,EGP,25-34,Paid Social,20230919,Standard,Active
493,ACC00000493,13,EGP,35-44,Paid Social,20240301,Premium,Active
494,ACC00000494,1,EGP,45-54,Branch,20230218,Premium,Closed
495,ACC00000495,11,EGP,55-64,Organic,20231222,Standard,Active
496,ACC00000496,3,EGP,18-24,Branch,20240725,Standard,Active
497,ACC00000497,2,EGP,18-24,Branch,20240209,Standard,Active
498,ACC00000498,2,EGP,25-34,Organic,20230730,Standard,Closed
499,ACC00000499,2,EGP,35-44,Google Ads,20240322,Standard,Active
500,ACC00000500,6,EGP,18-24,Organic,20230622,Standard,Active
501,ACC00000501,2,EGP,35-44,Branch,20240623,Standard,Active
502,ACC00000502,2,EGP,45-54,Referral,20230215,Premium,Dormant
503,ACC00000503,1,EGP,35-44,Organic,20240202,Premium,Closed
504,ACC00000504,1,EGP,45-54,Organic,20240521,Standard,Active
505,ACC00000505,3,EGP,35-44,Google Ads,20230215,Business,Active
506,ACC00000506,1,EGP,25-34,Paid Social,20240705,Standard,Active
507,ACC00000507,1,EGP,25-34,Organic,20230701,Standard,Dormant
508,ACC00000508,1,EGP,25-34,Paid Social,20240318,Standard,Active
509,ACC00000509,1,EGP,35-44,Paid Social,20230321,Standard,Dormant
510,ACC00000510,6,EGP,25-34,Referral,20240122,Standard,Active
511,ACC00000511,3,EGP,25-34,Google Ads,20230912,Standard,Dormant
512,ACC00000512,1,EGP,35-44,Paid Social,20231215,Premium,Dormant
513,ACC00000513,17,EGP,45-54,Organic,20240907,Premium,Active
514,ACC00000514,1,EGP,25-34,Paid Social,20240122,Standard,Active
515,ACC00000515,2,EGP,55-64,Organic,20240902,Standard,Active
516,ACC00000516,1,EGP,65+,Organic,20241012,Standard,Active
517,ACC00000517,7,EGP,55-64,Referral,20231017,Standard,Active
518,ACC00000518,3,EGP,35-44,Paid Social,20230501,Standard,Active
519,ACC00000519,7,EGP,35-44,Referral,20230203,Standard,Active
520,ACC00000520,3,EUR,18-24,Organic,20240506,Business,Active
521,ACC00000521,6,EGP,18-24,Organic,20241231,Standard,Active
522,ACC00000522,2,EGP,65+,Paid Social,20240101,Standard,Active
523,ACC00000523,5,EGP,55-64,Organic,20240709,Premium,Active
524,ACC00000524,1,EGP,18-24,Influencer,20240917,Standard,Active
525,ACC00000525,1,EGP,25-34,Paid Social,20240710,Standard,Active
526,ACC00000526,1,EGP,35-44,Organic,20240903,Business,Active
527,ACC00000527,14,EGP,35-44,Referral,20241208,Standard,Active
528,ACC00000528,1,EGP,55-64,Branch,20230901,Premium,Dormant
529,ACC00000529,12,EGP,25-34,Referral,20230204,Standard,Closed
530,ACC00000530,3,EGP,35-44,Google Ads,20230718,Premium,Active
531,ACC00000531,3,EGP,35-44,Organic,20230620,Standard,Active
532,ACC00000532,5,EGP,25-34,Google Ads,20240720,Premium,Active
533,ACC00000533,5,EGP,18-24,Organic,20240520,Standard,Active
534,ACC00000534,2,EGP,45-54,Organic,20230917,Standard,Active
535,ACC00000535,6,EGP,35-44,Organic,20240805,Standard,Active
536,ACC00000536,2,EGP,35-44,Referral,20240910,Premium,Active
537,ACC00000537,1,EGP,45-54,Organic,20230802,Standard,Suspended
538,ACC00000538,1,EGP,45-54,Paid Social,20240615,Premium,Active
539,ACC00000539,1,EGP,35-44,Google Ads,20240831,Premium,Active
540,ACC00000540,2,EGP,35-44,Referral,20230608,Standard,Active
541,ACC00000541,2,EGP,25-34,Paid Social,20241006,Standard,Active
542,ACC00000542,1,EGP,18-24,Organic,20241215,Standard,Active
543,ACC00000543,2,EGP,25-34,Organic,20230601,Premium,Active
544,ACC00000544,6,EGP,18-24,Organic,20230213,Standard,Dormant
545,ACC00000545,2,EGP,18-24,Paid Social,20231204,Business,Active
546,ACC00000546,13,EGP,45-54,Branch,20240724,Premium,Active
547,ACC00000547,5,EGP,25-34,Branch,20241212,Standard,Active
548,ACC00000548,2,EGP,25-34,Referral,20240203,Premium,Dormant
549,ACC00000549,6,EGP,55-64,Organic,20240813,Premium,Closed
550,ACC00000550,11,EGP,25-34,Organic,20230423,Standard,Active
551,ACC00000551,2,EGP,35-44,Paid Social,20240731,Standard,Active
552,ACC00000552,12,EGP,18-24,Organic,20240626,Business,Active
553,ACC00000553,1,EGP,18-24,Influencer,20230524,Standard,Closed
554,ACC00000554,3,EGP,18-24,Organic,20240912,Standard,Active
555,ACC00000555,7,EGP,25-34,Organic,20241022,Standard,Active
556,ACC00000556,1,EGP,18-24,Google Ads,20240611,Premium,Active
557,ACC00000557,5,USD,35-44,Organic,20230615,Premium,Active
558,ACC00000558,3,EGP,25-34,Organic,20241224,Standard,Active
559,ACC00000559,1,EGP,18-24,Organic,20240918,Standard,Active
560,ACC00000560,1,EGP,25-34,Paid Social,20231230,Premium,Active
561,ACC00000561,2,EGP,25-34,Influencer,20240225,Standard,Active
562,ACC00000562,2,EGP,18-24,Organic,20240116,Standard,Active
563,ACC00000563,2,EGP,35-44,Referral,20240415,Standard,Dormant
564,ACC00000564,5,EGP,18-24,Influencer,20231226,Standard,Active
565,ACC00000565,1,EGP,18-24,Branch,20241021,Standard,Active
566,ACC00000566,1,EGP,35-44,Organic,20241008,Standard,Active
567,ACC00000567,11,EGP,65+,Referral,20230529,Standard,Dormant
568,ACC00000568,16,EGP,25-34,Referral,20241213,Standard,Active
569,ACC00000569,1,EGP,18-24,Paid Social,20240701,Standard,Active
570,ACC00000570,1,EGP,45-54,Paid Social,20241011,Premium,Active
571,ACC00000571,6,EGP,18-24,Google Ads,20240809,Standard,Active
572,ACC00000572,1,EGP,25-34,Paid Social,20240301,Standard,Dormant
573,ACC00000573,4,EGP,35-44,Organic,20240823,Premium,Active
574,ACC00000574,8,EGP,45-54,Google Ads,20241216,Premium,Active
575,ACC00000575,1,EGP,45-54,Influencer,20231101,Premium,Active
576,ACC00000576,3,EGP,35-44,Referral,20241001,Premium,Active
577,ACC00000577,13,EGP,35-44,Paid Social,20240505,Standard,Dormant
578,ACC00000578,9,EGP,25-34,Organic,20240401,Standard,Active
579,ACC00000579,2,EGP,35-44,Paid Social,20240301,Standard,Active
580,ACC00000580,11,EGP,45-54,Organic,20240822,Business,Active
581,ACC00000581,1,EGP,45-54,Referral,20231030,Standard,Active
582,ACC00000582,10,EGP,25-34,Paid Social,20241022,Premium,Active
583,ACC00000583,4,EGP,25-34,Google Ads,20241012,Standard,Active
584,ACC00000584,1,EGP,65+,Organic,20230507,Standard,Active
585,ACC00000585,5,EGP,45-54,Referral,20241106,Standard,Closed
586,ACC00000586,1,EGP,35-44,Branch,20231010,Premium,Active
587,ACC00000587,2,EGP,18-24,Paid Social,20240320,Standard,Dormant
588,ACC00000588,17,EGP,35-44,Referral,20240616,Premium,Active
589,ACC00000589,13,USD,35-44,Organic,20240122,Premium,Active
590,ACC00000590,1,EGP,65+,Organic,20230217,Standard,Active
591,ACC00000591,3,AED,35-44,Referral,20241022,Premium,Active
592,ACC00000592,7,EGP,18-24,Organic,20230815,Standard,Dormant
593,ACC00000593,3,EGP,35-44,Paid Social,20230912,Standard,Active
594,ACC00000594,2,EGP,18-24,Organic,20240925,Standard,Active
595,ACC00000595,1,EGP,45-54,Organic,20231225,Standard,Active
596,ACC00000596,3,EGP,25-34,Branch,20241105,Standard,Active
597,ACC00000597,2,EGP,65+,Google Ads,20240806,Standard,Active
598,ACC00000598,3,EGP,35-44,Referral,20231106,Premium,Active
599,ACC00000599,2,EGP,25-34,Paid Social,20230118,Standard,Dormant
600,ACC00000600,17,EGP,25-34,Organic,20241207,Standard,Active
601,ACC00000601,13,EGP,25-34,Organic,20230505,Premium,Active
602,ACC00000602,1,EGP,18-24,Branch,20240816,Premium,Active
603,ACC00000603,5,EGP,65+,Organic,20240404,Premium,Active
604,ACC00000604,5,EGP,35-44,Paid Social,20240905,Standard,Active
605,ACC00000605,1,EGP,45-54,Paid Social,20240731,Standard,Active
606,ACC00000606,1,EGP,18-24,Paid Social,20240707,Standard,Active
607,ACC00000607,1,EGP,25-34,Paid Social,20240406,Standard,Active
608,ACC00000608,2,EGP,25-34,Google Ads,20240923,Standard,Active
609,ACC00000609,2,EGP,18-24,Influencer,20230514,Standard,Dormant
610,ACC00000610,1,EGP,35-44,Organic,20230921,Standard,Active
611,ACC00000611,3,EGP,45-54,Branch,20240801,Premium,Active
612,ACC00000612,1,EGP,25-34,Branch,20231129,Standard,Active
613,ACC00000613,1,EGP,18-24,Organic,20240531,Standard,Active
614,ACC00000614,2,EGP,25-34,Branch,20240325,Standard,Active
615,ACC00000615,2,EGP,35-44,Branch,20240430,Standard,Active
616,ACC00000616,1,EGP,25-34,Branch,20240223,Standard,Active
617,ACC00000617,6,EGP,25-34,Referral,20240830,Standard,Active
618,ACC00000618,10,EGP,25-34,Paid Social,20231218,Standard,Active
619,ACC00000619,11,EGP,18-24,Paid Social,20240807,Standard,Active
620,ACC00000620,1,EGP,45-54,Organic,20231101,Standard,Active
621,ACC00000621,3,EGP,25-34,Branch,20231016,Standard,Suspended
622,ACC00000622,3,EGP,55-64,Organic,20230614,Premium,Active
623,ACC00000623,1,EGP,35-44,Organic,20230826,Standard,Active
624,ACC00000624,2,EGP,18-24,Google Ads,20230613,Standard,Active
625,ACC00000625,1,EGP,35-44,Paid Social,20240503,Standard,Active
626,ACC00000626,3,EGP,45-54,Google Ads,20240907,Standard,Active
627,ACC00000627,3,EGP,25-34,Paid Social,20230819,Premium,Active
628,ACC00000628,1,EGP,35-44,Paid Social,20230916,Standard,Active
629,ACC00000629,3,EGP,45-54,Partner,20240401,Standard,Active
630,ACC00000630,1,USD,18-24,Branch,20240818,Premium,Active
631,ACC00000631,2,USD,35-44,Organic,20241221,Premium,Active
632,ACC00000632,2,EGP,55-64,Paid Social,20240427,Premium,Active
633,ACC00000633,1,EGP,25-34,Organic,20231111,Premium,Active
634,ACC00000634,3,EGP,35-44,Paid Social,20230523,Standard,Closed
635,ACC00000635,1,EGP,25-34,Paid Social,20230827,Standard,Dormant
636,ACC00000636,1,EGP,45-54,Influencer,20230926,Standard,Closed
637,ACC00000637,3,EGP,18-24,Referral,20230813,Standard,Active
638,ACC00000638,1,EGP,35-44,Google Ads,20230125,Standard,Active
639,ACC00000639,5,EGP,25-34,Referral,20240502,Standard,Active
640,ACC00000640,2,EGP,35-44,Google Ads,20231104,Business,Dormant
641,ACC00000641,5,EGP,25-34,Google Ads,20241220,Business,Active
642,ACC00000642,3,EUR,25-34,Referral,20240514,Business,Active
643,ACC00000643,1,EGP,35-44,Organic,20240804,Standard,Active
644,ACC00000644,1,EGP,25-34,Paid Social,20230621,Premium,Active
645,ACC00000645,7,EGP,35-44,Partner,20241030,Standard,Active
646,ACC00000646,1,EGP,45-54,Paid Social,20240406,Standard,Active
647,ACC00000647,4,EGP,45-54,Referral,20241102,Standard,Active
648,ACC00000648,1,EGP,45-54,Partner,20240526,Standard,Active
649,ACC00000649,3,EGP,55-64,Branch,20240323,Standard,Active
650,ACC00000650,1,EGP,65+,Organic,20240304,Standard,Active
651,ACC00000651,19,EGP,45-54,Paid Social,20230818,Standard,Active
652,ACC00000652,2,EGP,35-44,Google Ads,20230322,Premium,Dormant
653,ACC00000653,1,EGP,35-44,Organic,20241204,Premium,Active
654,ACC00000654,3,EGP,35-44,Organic,20240328,Premium,Active
655,ACC00000655,2,EGP,25-34,Organic,20241008,Premium,Active
656,ACC00000656,1,EGP,25-34,Google Ads,20240206,Standard,Active
657,ACC00000657,1,EGP,25-34,Referral,20230421,Standard,Suspended
658,ACC00000658,3,EGP,55-64,Branch,20240627,Premium,Active
659,ACC00000659,3,EGP,25-34,Organic,20230325,Standard,Active
660,ACC00000660,19,EGP,45-54,Organic,20230714,Standard,Active
661,ACC00000661,12,EGP,45-54,Referral,20240520,Standard,Active
662,ACC00000662,9,EGP,45-54,Paid Social,20231127,Business,Active
663,ACC00000663,2,EGP,25-34,Branch,20241229,Standard,Active
664,ACC00000664,1,EGP,45-54,Influencer,20230612,Standard,Dormant
665,ACC00000665,1,EGP,25-34,Organic,20240908,Standard,Active
666,ACC00000666,16,EGP,25-34,Referral,20240614,Standard,Active
667,ACC00000667,13,EGP,25-34,Organic,20240922,Standard,Active
668,ACC00000668,4,EGP,45-54,Google Ads,20230924,Premium,Suspended
669,ACC00000669,2,EGP,45-54,Organic,20240425,Business,Active
670,ACC00000670,1,EGP,35-44,Referral,20240311,Business,Active
671,ACC00000671,11,EGP,25-34,Paid Social,20240306,Standard,Active
672,ACC00000672,1,EGP,18-24,Branch,20241026,Standard,Active
673,ACC00000673,1,EGP,25-34,Organic,20241227,Standard,Active
674,ACC00000674,3,EGP,65+,Referral,20231129,Standard,Active
675,ACC00000675,2,EGP,35-44,Partner,20240623,Premium,Active
676,ACC00000676,3,EGP,18-24,Branch,20240616,Standard,Dormant
677,ACC00000677,15,EGP,18-24,Organic,20240827,Standard,Active
678,ACC00000678,2,EGP,25-34,Branch,20241207,Standard,Active
679,ACC00000679,1,EGP,45-54,Partner,20230908,Standard,Active
680,ACC00000680,11,EGP,25-34,Organic,20230911,Standard,Active
681,ACC00000681,4,EGP,25-34,Referral,20240715,Standard,Active
682,ACC00000682,12,EGP,35-44,Referral,20230722,Standard,Active
683,ACC00000683,6,EGP,35-44,Partner,20230808,Standard,Active
684,ACC00000684,1,EGP,35-44,Influencer,20230422,Standard,Active
685,ACC00000685,3,EGP,18-24,Paid Social,20230105,Standard,Suspended
686,ACC00000686,2,EGP,65+,Paid Social,20240311,Standard,Active
687,ACC00000687,3,EGP,35-44,Referral,20240607,Standard,Active
688,ACC00000688,1,EGP,55-64,Influencer,20231118,Business,Active
689,ACC00000689,8,EGP,25-34,Organic,20230929,Premium,Active
690,ACC00000690,1,EGP,65+,Influencer,20240809,Standard,Active
691,ACC00000691,2,USD,25-34,Paid Social,20240807,Business,Suspended
692,ACC00000692,10,EGP,25-34,Referral,20240313,Standard,Suspended
693,ACC00000693,1,EGP,25-34,Branch,20240729,Standard,Active
694,ACC00000694,1,EGP,18-24,Organic,20241126,Standard,Active
695,ACC00000695,1,EGP,25-34,Branch,20240920,Standard,Dormant
696,ACC00000696,17,EGP,25-34,Organic,20240625,Standard,Active
697,ACC00000697,6,EGP,18-24,Referral,20240715,Standard,Active
698,ACC00000698,8,EGP,35-44,Branch,20241201,Standard,Active
699,ACC00000699,8,EGP,35-44,Referral,20240223,Standard,Active
700,ACC00000700,2,EGP,35-44,Organic,20240509,Premium,Active
701,ACC00000701,13,EGP,45-54,Partner,20240708,Standard,Active
702,ACC00000702,1,EGP,25-34,Influencer,20241119,Standard,Active
703,ACC00000703,1,EGP,25-34,Influencer,20241010,Standard,Active
704,ACC00000704,2,EGP,25-34,Referral,20230418,Standard,Active
705,ACC00000705,17,EGP,35-44,Paid Social,20230731,Premium,Active
706,ACC00000706,3,EGP,25-34,Influencer,20231130,Standard,Active
707,ACC00000707,1,EGP,35-44,Branch,20240831,Premium,Active
708,ACC00000708,1,EGP,25-34,Organic,20240523,Standard,Active
709,ACC00000709,3,EGP,25-34,Organic,20231115,Premium,Active
710,ACC00000710,2,EGP,45-54,Organic,20230618,Standard,Active
711,ACC00000711,3,EGP,25-34,Branch,20240730,Standard,Active
712,ACC00000712,1,EGP,25-34,Influencer,20240805,Standard,Active
713,ACC00000713,3,EGP,55-64,Influencer,20241205,Standard,Active
714,ACC00000714,1,EGP,35-44,Referral,20240412,Standard,Active
715,ACC00000715,17,EGP,18-24,Organic,20240407,Premium,Closed
716,ACC00000716,2,EGP,18-24,Branch,20230429,Standard,Active
717,ACC00000717,1,EGP,55-64,Organic,20230306,Standard,Active
718,ACC00000718,1,USD,45-54,Referral,20240227,Standard,Active
719,ACC00000719,3,EGP,35-44,Referral,20231212,Standard,Active
720,ACC00000720,6,USD,18-24,Google Ads,20231015,Standard,Dormant
721,ACC00000721,1,EGP,45-54,Referral,20230512,Standard,Active
722,ACC00000722,17,EGP,35-44,Paid Social,20241214,Standard,Active
